SAM_ID	TYPE	RELATION	VALUE	UNIT	REG_ID
SAM_CC50_002	PercentageConfluence_ToxAssay	=	23.260	%	REG_CC50_002_002
SAM_CC50_002	Concentration_ToxAssay	=	3.297	uM	REG_CC50_002_003
SAM_CC50_002	Concentration_ToxAssay	=	3.297	uM	REG_CC50_002_003
SAM_CC50_002	Concentration_ToxAssay	=	3.297	uM	REG_CC50_002_003
SAM_CC50_002	PercentageConfluence_ToxAssay	=	20.270	%	REG_CC50_002_003
SAM_CC50_002	PercentageConfluence_ToxAssay	=	19.110	%	REG_CC50_002_003
SAM_CC50_002	PercentageConfluence_ToxAssay	=	17.850	%	REG_CC50_002_003
SAM_CC50_002	Concentration_ToxAssay	=	1.043	uM	REG_CC50_002_004
SAM_CC50_002	Concentration_ToxAssay	=	1.043	uM	REG_CC50_002_004
SAM_CC50_002	Concentration_ToxAssay	=	1.043	uM	REG_CC50_002_004
SAM_CC50_002	PercentageConfluence_ToxAssay	=	17.340	%	REG_CC50_002_004
SAM_CC50_002	PercentageConfluence_ToxAssay	=	10.210	%	REG_CC50_002_004
SAM_CC50_002	PercentageConfluence_ToxAssay	=	15.300	%	REG_CC50_002_004
SAM_CC50_002	Concentration_ToxAssay	=	0.330	uM	REG_CC50_002_005
SAM_CC50_002	Concentration_ToxAssay	=	0.330	uM	REG_CC50_002_005
SAM_CC50_002	Concentration_ToxAssay	=	0.330	uM	REG_CC50_002_005
SAM_CC50_002	PercentageConfluence_ToxAssay	=	84.570	%	REG_CC50_002_005
SAM_CC50_002	PercentageConfluence_ToxAssay	=	82.300	%	REG_CC50_002_005
SAM_CC50_002	PercentageConfluence_ToxAssay	=	87.730	%	REG_CC50_002_005
SAM_CC50_002	Concentration_ToxAssay	=	0.104	uM	REG_CC50_002_006
SAM_CC50_002	Concentration_ToxAssay	=	0.104	uM	REG_CC50_002_006
SAM_CC50_002	Concentration_ToxAssay	=	0.104	uM	REG_CC50_002_006
SAM_CC50_002	PercentageConfluence_ToxAssay	=	91.920	%	REG_CC50_002_006
SAM_CC50_002	PercentageConfluence_ToxAssay	=	94.010	%	REG_CC50_002_006
SAM_CC50_002	PercentageConfluence_ToxAssay	=	86.390	%	REG_CC50_002_006
SAM_CC50_002	Concentration_ToxAssay	=	0.033	uM	REG_CC50_002_007
SAM_CC50_002	Concentration_ToxAssay	=	0.033	uM	REG_CC50_002_007
SAM_CC50_002	Concentration_ToxAssay	=	0.033	uM	REG_CC50_002_007
SAM_CC50_002	PercentageConfluence_ToxAssay	=	88.180	%	REG_CC50_002_007
SAM_CC50_002	PercentageConfluence_ToxAssay	=	91.160	%	REG_CC50_002_007
SAM_CC50_002	PercentageConfluence_ToxAssay	=	92.470	%	REG_CC50_002_007
SAM_CC50_002	Concentration_ToxAssay	=	0.010	uM	REG_CC50_002_008
SAM_CC50_002	Concentration_ToxAssay	=	0.010	uM	REG_CC50_002_008
SAM_CC50_002	Concentration_ToxAssay	=	0.010	uM	REG_CC50_002_008
SAM_CC50_002	PercentageConfluence_ToxAssay	=	90.150	%	REG_CC50_002_008
SAM_CC50_002	PercentageConfluence_ToxAssay	=	89.090	%	REG_CC50_002_008
SAM_CC50_002	PercentageConfluence_ToxAssay	=	91.130	%	REG_CC50_002_008
SAM_CC50_003	Concentration_ToxAssay	=	32.919	uM	REG_CC50_003_001
SAM_CC50_003	Concentration_ToxAssay	=	32.919	uM	REG_CC50_003_001
SAM_CC50_003	Concentration_ToxAssay	=	32.919	uM	REG_CC50_003_001
SAM_CC50_003	PercentageConfluence_ToxAssay	=	0.430	%	REG_CC50_003_001
SAM_CC50_003	PercentageConfluence_ToxAssay	=	0.300	%	REG_CC50_003_001
SAM_CC50_003	PercentageConfluence_ToxAssay	=	0.520	%	REG_CC50_003_001
SAM_CC50_003	Concentration_ToxAssay	=	10.417	uM	REG_CC50_003_002
SAM_CC50_003	Concentration_ToxAssay	=	10.417	uM	REG_CC50_003_002
SAM_CC50_003	Concentration_ToxAssay	=	10.417	uM	REG_CC50_003_002
SAM_CC50_003	PercentageConfluence_ToxAssay	=	33.990	%	REG_CC50_003_002
SAM_CC50_003	PercentageConfluence_ToxAssay	=	30.650	%	REG_CC50_003_002
SAM_CC50_003	PercentageConfluence_ToxAssay	=	28.510	%	REG_CC50_003_002
SAM_CC50_003	Concentration_ToxAssay	=	3.297	uM	REG_CC50_003_003
SAM_CC50_003	Concentration_ToxAssay	=	3.297	uM	REG_CC50_003_003
SAM_CC50_003	Concentration_ToxAssay	=	3.297	uM	REG_CC50_003_003
SAM_CC50_003	PercentageConfluence_ToxAssay	=	42.970	%	REG_CC50_003_003
SAM_CC50_003	PercentageConfluence_ToxAssay	=	42.920	%	REG_CC50_003_003
SAM_CC50_003	PercentageConfluence_ToxAssay	=	47.140	%	REG_CC50_003_003
SAM_CC50_003	Concentration_ToxAssay	=	1.043	uM	REG_CC50_003_004
SAM_CC50_003	Concentration_ToxAssay	=	1.043	uM	REG_CC50_003_004
SAM_CC50_003	Concentration_ToxAssay	=	1.043	uM	REG_CC50_003_004
SAM_CC50_003	PercentageConfluence_ToxAssay	=	54.170	%	REG_CC50_003_004
SAM_CC50_003	PercentageConfluence_ToxAssay	=	58.400	%	REG_CC50_003_004
SAM_CC50_003	PercentageConfluence_ToxAssay	=	58.740	%	REG_CC50_003_004
SAM_CC50_003	Concentration_ToxAssay	=	0.330	uM	REG_CC50_003_005
SAM_CC50_003	Concentration_ToxAssay	=	0.330	uM	REG_CC50_003_005
SAM_CC50_003	Concentration_ToxAssay	=	0.330	uM	REG_CC50_003_005
SAM_CC50_003	PercentageConfluence_ToxAssay	=	72.880	%	REG_CC50_003_005
SAM_CC50_003	PercentageConfluence_ToxAssay	=	73.840	%	REG_CC50_003_005
SAM_CC50_003	PercentageConfluence_ToxAssay	=	77.920	%	REG_CC50_003_005
SAM_CC50_003	Concentration_ToxAssay	=	0.104	uM	REG_CC50_003_006
SAM_CC50_003	Concentration_ToxAssay	=	0.104	uM	REG_CC50_003_006
SAM_CC50_003	Concentration_ToxAssay	=	0.104	uM	REG_CC50_003_006
SAM_CC50_003	PercentageConfluence_ToxAssay	=	81.250	%	REG_CC50_003_006
SAM_CC50_003	PercentageConfluence_ToxAssay	=	87.050	%	REG_CC50_003_006
SAM_CC50_003	PercentageConfluence_ToxAssay	=	85.120	%	REG_CC50_003_006
SAM_CC50_003	Concentration_ToxAssay	=	0.033	uM	REG_CC50_003_007
SAM_CC50_003	Concentration_ToxAssay	=	0.033	uM	REG_CC50_003_007
SAM_CC50_003	Concentration_ToxAssay	=	0.033	uM	REG_CC50_003_007
SAM_CC50_003	PercentageConfluence_ToxAssay	=	85.480	%	REG_CC50_003_007
SAM_CC50_003	PercentageConfluence_ToxAssay	=	93.930	%	REG_CC50_003_007
SAM_CC50_003	PercentageConfluence_ToxAssay	=	90.910	%	REG_CC50_003_007
SAM_CC50_003	Concentration_ToxAssay	=	0.010	uM	REG_CC50_003_008
SAM_CC50_003	Concentration_ToxAssay	=	0.010	uM	REG_CC50_003_008
SAM_CC50_003	Concentration_ToxAssay	=	0.010	uM	REG_CC50_003_008
SAM_CC50_003	PercentageConfluence_ToxAssay	=	90.090	%	REG_CC50_003_008
SAM_CC50_003	PercentageConfluence_ToxAssay	=	91.770	%	REG_CC50_003_008
SAM_CC50_003	PercentageConfluence_ToxAssay	=	86.960	%	REG_CC50_003_008
SAM_CC50_004	Concentration_ToxAssay	=	32.919	uM	REG_CC50_004_001
SAM_CC50_004	Concentration_ToxAssay	=	32.919	uM	REG_CC50_004_001
SAM_CC50_004	Concentration_ToxAssay	=	32.919	uM	REG_CC50_004_001
SAM_CC50_004	PercentageConfluence_ToxAssay	=	76.440	%	REG_CC50_004_001
SAM_CC50_004	PercentageConfluence_ToxAssay	=	77.450	%	REG_CC50_004_001
SAM_CC50_004	PercentageConfluence_ToxAssay	=	72.910	%	REG_CC50_004_001
SAM_CC50_004	Concentration_ToxAssay	=	10.417	uM	REG_CC50_004_002
SAM_CC50_004	Concentration_ToxAssay	=	10.417	uM	REG_CC50_004_002
SAM_CC50_004	Concentration_ToxAssay	=	10.417	uM	REG_CC50_004_002
SAM_CC50_004	PercentageConfluence_ToxAssay	=	55.250	%	REG_CC50_004_002
SAM_CC50_004	PercentageConfluence_ToxAssay	=	55.530	%	REG_CC50_004_002
SAM_CC50_004	PercentageConfluence_ToxAssay	=	53.030	%	REG_CC50_004_002
SAM_CC50_004	Concentration_ToxAssay	=	3.297	uM	REG_CC50_004_003
SAM_CC50_004	Concentration_ToxAssay	=	3.297	uM	REG_CC50_004_003
SAM_CC50_004	Concentration_ToxAssay	=	3.297	uM	REG_CC50_004_003
SAM_CC50_004	PercentageConfluence_ToxAssay	=	54.620	%	REG_CC50_004_003
SAM_CC50_004	PercentageConfluence_ToxAssay	=	61.250	%	REG_CC50_004_003
SAM_CC50_004	PercentageConfluence_ToxAssay	=	51.120	%	REG_CC50_004_003
SAM_CC50_004	Concentration_ToxAssay	=	1.043	uM	REG_CC50_004_004
SAM_CC50_004	Concentration_ToxAssay	=	1.043	uM	REG_CC50_004_004
SAM_CC50_004	Concentration_ToxAssay	=	1.043	uM	REG_CC50_004_004
SAM_CC50_004	PercentageConfluence_ToxAssay	=	63.080	%	REG_CC50_004_004
SAM_CC50_004	PercentageConfluence_ToxAssay	=	60.710	%	REG_CC50_004_004
SAM_CC50_004	PercentageConfluence_ToxAssay	=	64.730	%	REG_CC50_004_004
SAM_CC50_004	Concentration_ToxAssay	=	0.330	uM	REG_CC50_004_005
SAM_CC50_004	Concentration_ToxAssay	=	0.330	uM	REG_CC50_004_005
SAM_CC50_004	Concentration_ToxAssay	=	0.330	uM	REG_CC50_004_005
SAM_CC50_004	PercentageConfluence_ToxAssay	=	69.960	%	REG_CC50_004_005
SAM_CC50_004	PercentageConfluence_ToxAssay	=	71.320	%	REG_CC50_004_005
SAM_CC50_004	PercentageConfluence_ToxAssay	=	68.530	%	REG_CC50_004_005
SAM_CC50_004	Concentration_ToxAssay	=	0.104	uM	REG_CC50_004_006
SAM_CC50_004	Concentration_ToxAssay	=	0.104	uM	REG_CC50_004_006
SAM_CC50_004	Concentration_ToxAssay	=	0.104	uM	REG_CC50_004_006
SAM_CC50_004	PercentageConfluence_ToxAssay	=	80.570	%	REG_CC50_004_006
SAM_CC50_004	PercentageConfluence_ToxAssay	=	75.040	%	REG_CC50_004_006
SAM_CC50_004	PercentageConfluence_ToxAssay	=	76.320	%	REG_CC50_004_006
SAM_CC50_004	Concentration_ToxAssay	=	0.033	uM	REG_CC50_004_007
SAM_CC50_004	Concentration_ToxAssay	=	0.033	uM	REG_CC50_004_007
SAM_CC50_004	Concentration_ToxAssay	=	0.033	uM	REG_CC50_004_007
SAM_CC50_004	PercentageConfluence_ToxAssay	=	92.840	%	REG_CC50_004_007
SAM_CC50_004	PercentageConfluence_ToxAssay	=	89.170	%	REG_CC50_004_007
SAM_CC50_004	PercentageConfluence_ToxAssay	=	93.760	%	REG_CC50_004_007
SAM_CC50_004	Concentration_ToxAssay	=	0.010	uM	REG_CC50_004_008
SAM_CC50_004	Concentration_ToxAssay	=	0.010	uM	REG_CC50_004_008
SAM_CC50_004	Concentration_ToxAssay	=	0.010	uM	REG_CC50_004_008
SAM_CC50_004	PercentageConfluence_ToxAssay	=	90.180	%	REG_CC50_004_008
SAM_CC50_004	PercentageConfluence_ToxAssay	=	89.970	%	REG_CC50_004_008
SAM_CC50_004	PercentageConfluence_ToxAssay	=	90.140	%	REG_CC50_004_008
SAM_CC50_005	Concentration_ToxAssay	=	32.919	uM	REG_CC50_005_001
SAM_CC50_005	Concentration_ToxAssay	=	32.919	uM	REG_CC50_005_001
SAM_CC50_005	Concentration_ToxAssay	=	32.919	uM	REG_CC50_005_001
SAM_CC50_005	PercentageConfluence_ToxAssay	=	#NUM!	%	REG_CC50_005_001
SAM_CC50_005	PercentageConfluence_ToxAssay	=	#NUM!	%	REG_CC50_005_001
SAM_CC50_005	PercentageConfluence_ToxAssay	=	#NUM!	%	REG_CC50_005_001
SAM_CC50_005	Concentration_ToxAssay	=	10.417	uM	REG_CC50_005_002
SAM_CC50_005	Concentration_ToxAssay	=	10.417	uM	REG_CC50_005_002
SAM_CC50_005	Concentration_ToxAssay	=	10.417	uM	REG_CC50_005_002
SAM_CC50_005	PercentageConfluence_ToxAssay	=	56.460	%	REG_CC50_005_002
SAM_CC50_005	PercentageConfluence_ToxAssay	=	-0.030	%	REG_CC50_005_002
SAM_CC50_005	PercentageConfluence_ToxAssay	=	0.050	%	REG_CC50_005_002
SAM_CC50_005	Concentration_ToxAssay	=	3.297	uM	REG_CC50_005_003
SAM_CC50_005	Concentration_ToxAssay	=	3.297	uM	REG_CC50_005_003
SAM_CC50_005	Concentration_ToxAssay	=	3.297	uM	REG_CC50_005_003
SAM_CC50_005	PercentageConfluence_ToxAssay	=	0.410	%	REG_CC50_005_003
SAM_CC50_005	PercentageConfluence_ToxAssay	=	0.610	%	REG_CC50_005_003
SAM_CC50_005	PercentageConfluence_ToxAssay	=	0.580	%	REG_CC50_005_003
SAM_CC50_005	Concentration_ToxAssay	=	1.043	uM	REG_CC50_005_004
SAM_CC50_005	Concentration_ToxAssay	=	1.043	uM	REG_CC50_005_004
SAM_CC50_005	Concentration_ToxAssay	=	1.043	uM	REG_CC50_005_004
SAM_CC50_005	PercentageConfluence_ToxAssay	=	98.610	%	REG_CC50_005_004
SAM_CC50_005	PercentageConfluence_ToxAssay	=	112.690	%	REG_CC50_005_004
SAM_CC50_005	PercentageConfluence_ToxAssay	=	121.060	%	REG_CC50_005_004
SAM_CC50_005	Concentration_ToxAssay	=	0.330	uM	REG_CC50_005_005
SAM_CC50_005	Concentration_ToxAssay	=	0.330	uM	REG_CC50_005_005
SAM_CC50_005	Concentration_ToxAssay	=	0.330	uM	REG_CC50_005_005
SAM_CC50_005	PercentageConfluence_ToxAssay	=	97.510	%	REG_CC50_005_005
SAM_CC50_005	PercentageConfluence_ToxAssay	=	96.300	%	REG_CC50_005_005
SAM_CC50_005	PercentageConfluence_ToxAssay	=	96.970	%	REG_CC50_005_005
SAM_CC50_005	Concentration_ToxAssay	=	0.104	uM	REG_CC50_005_006
SAM_CC50_005	Concentration_ToxAssay	=	0.104	uM	REG_CC50_005_006
SAM_CC50_005	Concentration_ToxAssay	=	0.104	uM	REG_CC50_005_006
SAM_CC50_005	PercentageConfluence_ToxAssay	=	95.060	%	REG_CC50_005_006
SAM_CC50_005	PercentageConfluence_ToxAssay	=	90.250	%	REG_CC50_005_006
SAM_CC50_005	PercentageConfluence_ToxAssay	=	90.400	%	REG_CC50_005_006
SAM_CC50_005	Concentration_ToxAssay	=	0.033	uM	REG_CC50_005_007
SAM_CC50_005	Concentration_ToxAssay	=	0.033	uM	REG_CC50_005_007
SAM_CC50_005	Concentration_ToxAssay	=	0.033	uM	REG_CC50_005_007
SAM_CC50_005	PercentageConfluence_ToxAssay	=	94.160	%	REG_CC50_005_007
SAM_CC50_005	PercentageConfluence_ToxAssay	=	94.400	%	REG_CC50_005_007
SAM_CC50_005	PercentageConfluence_ToxAssay	=	88.780	%	REG_CC50_005_007
SAM_CC50_005	Concentration_ToxAssay	=	0.010	uM	REG_CC50_005_008
SAM_CC50_005	Concentration_ToxAssay	=	0.010	uM	REG_CC50_005_008
SAM_CC50_005	Concentration_ToxAssay	=	0.010	uM	REG_CC50_005_008
SAM_CC50_005	PercentageConfluence_ToxAssay	=	93.030	%	REG_CC50_005_008
SAM_CC50_005	PercentageConfluence_ToxAssay	=	97.520	%	REG_CC50_005_008
SAM_CC50_005	PercentageConfluence_ToxAssay	=	94.070	%	REG_CC50_005_008
SAM_CC50_006	Concentration_ToxAssay	=	32.919	uM	REG_CC50_006_001
SAM_CC50_006	Concentration_ToxAssay	=	32.919	uM	REG_CC50_006_001
SAM_CC50_006	Concentration_ToxAssay	=	32.919	uM	REG_CC50_006_001
SAM_CC50_006	PercentageConfluence_ToxAssay	=	147.360	%	REG_CC50_006_001
SAM_CC50_006	PercentageConfluence_ToxAssay	=	147.430	%	REG_CC50_006_001
SAM_CC50_006	PercentageConfluence_ToxAssay	=	158.410	%	REG_CC50_006_001
SAM_CC50_006	Concentration_ToxAssay	=	10.417	uM	REG_CC50_006_002
SAM_CC50_006	Concentration_ToxAssay	=	10.417	uM	REG_CC50_006_002
SAM_CC50_006	Concentration_ToxAssay	=	10.417	uM	REG_CC50_006_002
SAM_CC50_006	PercentageConfluence_ToxAssay	=	153.830	%	REG_CC50_006_002
SAM_CC50_006	PercentageConfluence_ToxAssay	=	148.810	%	REG_CC50_006_002
SAM_CC50_006	PercentageConfluence_ToxAssay	=	147.560	%	REG_CC50_006_002
SAM_CC50_006	Concentration_ToxAssay	=	3.297	uM	REG_CC50_006_003
SAM_CC50_006	Concentration_ToxAssay	=	3.297	uM	REG_CC50_006_003
SAM_CC50_006	Concentration_ToxAssay	=	3.297	uM	REG_CC50_006_003
SAM_CC50_006	PercentageConfluence_ToxAssay	=	143.380	%	REG_CC50_006_003
SAM_CC50_006	PercentageConfluence_ToxAssay	=	135.960	%	REG_CC50_006_003
SAM_CC50_006	PercentageConfluence_ToxAssay	=	142.980	%	REG_CC50_006_003
SAM_CC50_006	Concentration_ToxAssay	=	1.043	uM	REG_CC50_006_004
SAM_CC50_006	Concentration_ToxAssay	=	1.043	uM	REG_CC50_006_004
SAM_CC50_006	Concentration_ToxAssay	=	1.043	uM	REG_CC50_006_004
SAM_CC50_006	PercentageConfluence_ToxAssay	=	113.440	%	REG_CC50_006_004
SAM_CC50_006	PercentageConfluence_ToxAssay	=	115.560	%	REG_CC50_006_004
SAM_CC50_006	PercentageConfluence_ToxAssay	=	117.900	%	REG_CC50_006_004
SAM_CC50_006	Concentration_ToxAssay	=	0.330	uM	REG_CC50_006_005
SAM_CC50_006	Concentration_ToxAssay	=	0.330	uM	REG_CC50_006_005
SAM_CC50_006	Concentration_ToxAssay	=	0.330	uM	REG_CC50_006_005
SAM_CC50_006	PercentageConfluence_ToxAssay	=	105.910	%	REG_CC50_006_005
SAM_CC50_006	PercentageConfluence_ToxAssay	=	99.360	%	REG_CC50_006_005
SAM_CC50_006	PercentageConfluence_ToxAssay	=	100.930	%	REG_CC50_006_005
SAM_CC50_006	Concentration_ToxAssay	=	0.104	uM	REG_CC50_006_006
SAM_CC50_006	Concentration_ToxAssay	=	0.104	uM	REG_CC50_006_006
SAM_CC50_006	Concentration_ToxAssay	=	0.104	uM	REG_CC50_006_006
SAM_CC50_006	PercentageConfluence_ToxAssay	=	94.970	%	REG_CC50_006_006
SAM_CC50_006	PercentageConfluence_ToxAssay	=	90.240	%	REG_CC50_006_006
SAM_CC50_006	PercentageConfluence_ToxAssay	=	88.640	%	REG_CC50_006_006
SAM_CC50_006	Concentration_ToxAssay	=	0.033	uM	REG_CC50_006_007
SAM_CC50_006	Concentration_ToxAssay	=	0.033	uM	REG_CC50_006_007
SAM_CC50_006	Concentration_ToxAssay	=	0.033	uM	REG_CC50_006_007
SAM_CC50_006	PercentageConfluence_ToxAssay	=	95.290	%	REG_CC50_006_007
SAM_CC50_006	PercentageConfluence_ToxAssay	=	93.720	%	REG_CC50_006_007
SAM_CC50_006	PercentageConfluence_ToxAssay	=	89.100	%	REG_CC50_006_007
SAM_CC50_006	Concentration_ToxAssay	=	0.010	uM	REG_CC50_006_008
SAM_CC50_006	Concentration_ToxAssay	=	0.010	uM	REG_CC50_006_008
SAM_CC50_006	Concentration_ToxAssay	=	0.010	uM	REG_CC50_006_008
SAM_CC50_006	PercentageConfluence_ToxAssay	=	89.530	%	REG_CC50_006_008
SAM_CC50_006	PercentageConfluence_ToxAssay	=	95.800	%	REG_CC50_006_008
SAM_CC50_006	PercentageConfluence_ToxAssay	=	90.610	%	REG_CC50_006_008
SAM_CC50_007	Concentration_ToxAssay	=	32.919	uM	REG_CC50_007_001
SAM_CC50_007	Concentration_ToxAssay	=	32.919	uM	REG_CC50_007_001
SAM_CC50_007	Concentration_ToxAssay	=	32.919	uM	REG_CC50_007_001
SAM_CC50_007	PercentageConfluence_ToxAssay	=	0.250	%	REG_CC50_007_001
SAM_CC50_007	PercentageConfluence_ToxAssay	=	0.150	%	REG_CC50_007_001
SAM_CC50_007	PercentageConfluence_ToxAssay	=	0.170	%	REG_CC50_007_001
SAM_CC50_007	Concentration_ToxAssay	=	10.417	uM	REG_CC50_007_002
SAM_CC50_007	Concentration_ToxAssay	=	10.417	uM	REG_CC50_007_002
SAM_CC50_007	Concentration_ToxAssay	=	10.417	uM	REG_CC50_007_002
SAM_CC50_007	PercentageConfluence_ToxAssay	=	78.920	%	REG_CC50_007_002
SAM_CC50_007	PercentageConfluence_ToxAssay	=	90.970	%	REG_CC50_007_002
SAM_CC50_007	PercentageConfluence_ToxAssay	=	101.530	%	REG_CC50_007_002
SAM_CC50_007	Concentration_ToxAssay	=	3.297	uM	REG_CC50_007_003
SAM_CC50_007	Concentration_ToxAssay	=	3.297	uM	REG_CC50_007_003
SAM_CC50_007	Concentration_ToxAssay	=	3.297	uM	REG_CC50_007_003
SAM_CC50_007	PercentageConfluence_ToxAssay	=	117.620	%	REG_CC50_007_003
SAM_CC50_007	PercentageConfluence_ToxAssay	=	116.380	%	REG_CC50_007_003
SAM_CC50_007	PercentageConfluence_ToxAssay	=	122.580	%	REG_CC50_007_003
SAM_CC50_007	Concentration_ToxAssay	=	1.043	uM	REG_CC50_007_004
SAM_CC50_007	Concentration_ToxAssay	=	1.043	uM	REG_CC50_007_004
SAM_CC50_007	Concentration_ToxAssay	=	1.043	uM	REG_CC50_007_004
SAM_CC50_007	PercentageConfluence_ToxAssay	=	114.430	%	REG_CC50_007_004
SAM_CC50_007	PercentageConfluence_ToxAssay	=	114.040	%	REG_CC50_007_004
SAM_CC50_007	PercentageConfluence_ToxAssay	=	113.380	%	REG_CC50_007_004
SAM_CC50_007	Concentration_ToxAssay	=	0.330	uM	REG_CC50_007_005
SAM_CC50_007	Concentration_ToxAssay	=	0.330	uM	REG_CC50_007_005
SAM_CC50_007	Concentration_ToxAssay	=	0.330	uM	REG_CC50_007_005
SAM_CC50_007	PercentageConfluence_ToxAssay	=	113.770	%	REG_CC50_007_005
SAM_CC50_007	PercentageConfluence_ToxAssay	=	111.380	%	REG_CC50_007_005
SAM_CC50_007	PercentageConfluence_ToxAssay	=	114.690	%	REG_CC50_007_005
SAM_CC50_007	Concentration_ToxAssay	=	0.104	uM	REG_CC50_007_006
SAM_CC50_007	Concentration_ToxAssay	=	0.104	uM	REG_CC50_007_006
