smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,REFERENCE_ID,ASSAY_TYPE,ASSAY_ORGANISM,ASSAY_STRAIN,TARGET_TYPE,SRC_ID,ASSAY_SOURCE,UPPER_VALUE,SD_MINUS,SD_PLUS,ACTIVITY_COMMENT
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,29.37,MRC-5 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10,1.0,F,MRC-5 cells,Human Lung Fibroblast Cells,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,29.37,MRC-5 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10,1.0,F,MRC-5 cells,Human Lung Fibroblast Cells,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,2.16,L. infantum,,,uM,,IC50,In Vitro,,Leish (macro) in Vitro,set10,1.0,F,L. infantum,MHOM/MA(BE)/67,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,8.0,L. infantum,,,uM,,IC50,In Vitro,,Leish (macro) in Vitro,set10,1.0,F,L. infantum,MHOM/MA(BE)/67,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,5.83,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10,1.0,A,CYP3A4,testosterone,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,0.943,Human,,,none,,EH,In Vitro,,Metabolism,set10,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,95.87,0.01M HCl - pH 2,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10,1.0,A,0.01M HCl - pH 2,NEPH_RT,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,14.47,PBS - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10,1.0,A,PBS - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,5.2,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccc3c(c2)CCNC3)c1,.,= ,333.8,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,,T. cruzi,,,%,,% inhibition,In Vivo,,"Chagas in vivo at 20 mg/kg, 20 adm days",set10,1.0,F,T. cruzi,Tulahuen Swiss po,ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,0.059,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,44.23,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,0.016,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,3.3,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10,1.0,A,gLogD,pH 3,ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,14.0,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,120.0,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,12.5,PBS - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10,1.0,A,PBS - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,4.5,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
*.CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,CCOC(COc1ccc2cc(Br)ccc2c1)Cn1ccnc1,*,= ,0.36,Human,,,none,,EH,In Vitro,,Metabolism,set10,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,.,= ,0.0065,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,.,= ,,Met ID,,,none,,Report,In Vitro,,Metabolism,set10,1.0,A,Met ID,unknown,ORGANISM,14.0,HEOS,,,,
CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,.,= ,0.0235,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,.,= ,,T. cruzi,,,%,,% inhibition,In Vivo,,"Chagas in vivo at 20 mg/kg, 20 adm days",set10,1.0,F,T. cruzi,Tulahuen Swiss po,ORGANISM,14.0,HEOS,,,,
CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,.,= ,0.00803333333333333,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
