COMPOUND_ID	ASSAY_ID	MEASUREMENT_TYPE	STATUS	VALUE	UPPER_VALUE	UNIT	SD_MINUS	SD_PLUS	ACTIVITY_COMMENT
DNDI1977149	1327100	IC90	> 	.1		uM			
DNDI1977149	1327097	IC50	> 	100		uM			
DNDI1977149	1035348	IC50	= 	.093		uM			
DNDI1977149	1035348	IC50	= 	.095		uM			
DNDI1977149	1035348	IC50	= 	.627		uM			
DNDI1977149	1035348	IC50	= 	.802		uM			
DNDI1977149	1035348	IC50	= 	.149		uM			
DNDI1977149	1007175	Kinetic	> 	100		ug/ml			
DNDI1977149	1007599	Kinetic	= 			ug/ml			
DNDI1977149	1007804	t (1 / 2)	> 	250		Min			
DNDI1977149	1007806	CLint in vitro	< 	7		uL/min/mg			
DNDI1977149	1007988	logD	= 	1.3		none			
DNDI1977149	1034082	IC50	= 	16		uM			
DNDI1977149	1035348	IC50	= 	.057		uM			
DNDI1977149	1327097	IC50	= 	19.73		uM			
DNDI1977149	1327100	IC90	= 	.29075		uM			
DNDI1977149	1327661	IC50	> 	10		uM			
DNDI1977149	1007173	logD	= 	2.1		none			
DNDI1977149	1000252	EH	< 	.23		none			
DNDI1977172	1327661	IC50	= 	.525		uM			
DNDI1977172	1327661	IC50	< 	.014		uM			
DNDI1977172	1327100	IC90	= 	8.48		uM			
DNDI1977172	1327097	IC50	= 	16.56		uM			
DNDI1977172	1327087	IC50	> 	64		uM			
DNDI1977172	1327087	IC50	> 	64		uM			
DNDI1977172	1327087	IC50	> 	64		uM			
DNDI1977172	1326903	IC50	= 	1.26		uM			
DNDI1977172	1326903	IC50	= 	1.68		uM			
DNDI1977172	1326903	IC50	= 	2		uM			
DNDI1977172	1035348	IC50	= 	4.55		uM			
DNDI1977172	1327097	IC50	= 	17		uM			
DNDI1977172	1327100	IC90	= 	7.84		uM			
DNDI1977172	1327661	IC50	= 	1.76		uM			
DNDI1977172	1044291	% inhibition	= 	11		%			
DNDI1977172	1327661	IC50	= 	1.68		uM			
DNDI1977172	1327661	IC50	= 	.7115		uM			
DNDI1977172	1327661	IC50	= 	1.15		uM			
DNDI1977172	1327661	IC50	= 	1.66		uM			
DNDI1977172	1000252	EH	= 	.34		none			
DNDI1977172	1007173	logD	= 	3.6		none			
DNDI1977172	1007175	Kinetic	> 	100		ug/ml			
DNDI1977172	1007599	Kinetic	> 	100		ug/ml			
DNDI1977172	1007804	t (1 / 2)	= 	132		Min			
DNDI1977172	1007806	CLint in vitro	= 	13		uL/min/mg			
DNDI1977172	1007988	logD	= 	2.6		none			
DNDI1977172	1034082	IC50	> 	10		uM			
DNDI1977172	1035348	IC50	= 	4.64		uM			
DNDI1977172	1044290	% inhibition	= 	5		%			
DNDI1977174	1327661	IC50	= 	.507		uM			
DNDI1977174	1327100	IC90	= 	8.78		uM			
DNDI1977174	1327100	IC90	= 	8.95		uM			
DNDI1977174	1327100	IC90	= 	8.79		uM			
DNDI1977174	1327100	IC90	> 	10		uM			
DNDI1977174	1327097	IC50	= 	19.2		uM			
DNDI1977174	1327087	IC50	> 	64		uM			
DNDI1977174	1327087	IC50	> 	64		uM			
DNDI1977174	1327087	IC50	> 	64		uM			
DNDI1977174	1007599	Kinetic	> 	100		ug/ml			
DNDI1977174	1007175	Kinetic	> 	100		ug/ml			
DNDI1977174	1007173	logD	= 	3.6		none			
DNDI1977174	1000252	EH	< 	.23		none			
DNDI1977174	1007804	t (1 / 2)	> 	250		Min			
DNDI1977174	1007806	CLint in vitro	< 	7		uL/min/mg			
DNDI1977174	1007988	logD	= 	2.6		none			
DNDI1977174	1034082	IC50	> 	20		uM			
DNDI1977174	1035348	IC50	> 	10		uM			
DNDI1977174	1035348	IC50	= 	6.4		uM			
DNDI1977174	1035348	IC50	= 	5.43		uM			
DNDI1977174	1035348	IC50	= 	5.75		uM			
DNDI1977174	1035348	IC50	= 	5.78		uM			
DNDI1977174	1326903	IC50	= 	6.73		uM			
DNDI1977174	1035348	IC50	= 	6.57		uM			
DNDI1977174	1327097	IC50	= 	34.83		uM			
DNDI1977174	1327100	IC90	> 	10		uM			
DNDI1977174	1327661	IC50	= 	1.55		uM			
DNDI1977174	1326903	IC50	= 	2.38		uM			
DNDI1977174	1326903	IC50	= 	6.73		uM			
DNDI1977185	1327100	IC90	> 	.1		uM			
DNDI1977185	1327100	IC90	= 	.005		uM			
DNDI1977185	1327100	IC90	= 	.003		uM			
DNDI1977185	1327097	IC50	= 	41.91		uM			
DNDI1977185	1035348	IC50	= 	.145		uM			
DNDI1977185	1035348	IC50	= 	.174		uM			
DNDI1977185	1035348	IC50	> 	.1		uM			
DNDI1977185	1327100	IC90	= 	.442		uM			
DNDI1977185	1035348	IC50	< 	.014		uM			
DNDI1977185	1034082	IC50	= 	1		uM			
DNDI1977185	1007988	logD	= 	4.1		none			
DNDI1977185	1007806	CLint in vitro	= 	159		uL/min/mg			
DNDI1977185	1007804	t (1 / 2)	= 	11		Min			
DNDI1977185	1007599	Kinetic	< 	1.6		ug/ml			
DNDI1977185	1007175	Kinetic	> 	100		ug/ml			
DNDI1977185	1007173	logD	= 	4.9		none			
DNDI1977185	1000252	EH	= 	.86		none			
DNDI1977185	1327100	IC90	= 	.293		uM			
DNDI1977185	1327661	IC50	> 	10		uM			
DNDI1977189	1327661	IC50	= 	.028		uM			
DNDI1977189	1327100	IC90	= 	5.67		uM			
DNDI1977189	1327097	IC50	= 	5.65		uM			
DNDI1977189	1327669	IC50	= 	.053		uM			
DNDI1977189	1327661	IC50	= 	.0745		uM			
DNDI1977189	1327100	IC90	> 	1		uM			
DNDI1977189	1327097	IC50	= 	4.98		uM			
DNDI1977189	1035678	MSD	= 	7		day			
DNDI1977189	1035348	IC50	= 	.8534999999999999		uM			
DNDI1977189	1008045	% bound	= 	95.2		%			
DNDI1977189	1008055	IC50	> 	20		uM			
DNDI1977189	1008056	IC50	= 	17		uM			
DNDI1977189	1008058	IC50	> 	20		uM			
DNDI1977189	1008059	IC50	> 	20		uM			
DNDI1977189	1034082	IC50	= 	44.4		uM			
DNDI1977189	1035348	IC50	= 	3.66		uM			
DNDI1977189	1041452	% bound	> 	99.9		%			
DNDI1977189	1326903	IC50	= 	.42609018087387085		uM			
DNDI1977189	1326903	IC50	= 	.19842512905597687		uM			
DNDI1977189	1326903	IC50	= 	.5		uM			
DNDI1977189	1327087	IC50	= 	2.11		uM			
DNDI1977189	1327087	IC50	= 	6.65		uM			
DNDI1977189	1327087	IC50	= 	2.04		uM			
DNDI1977189	1327097	IC50	= 	5.69		uM			
DNDI1977189	1327100	IC90	= 	8.2		uM			
DNDI1977189	1327661	IC50	= 	.057		uM			
DNDI1977189	1326855	% inhibition in spleen	= 	44.9		%			
DNDI1977189	1326854	% inhibition in liver	= 	26.8		%			
DNDI1977189	1326853	% inhibition in bone-marrow	= 	41.4		%			
DNDI1977189	1035348	IC50	= 	1.93		uM			
DNDI1977189	1000252	EH	< 	.371		none			
DNDI1977189	1000252	EH	< 	.23		none			
DNDI1977189	1000253	EH	= 	.22		none			
DNDI1977189	1007173	logD	= 	.98		none			
DNDI1977189	1007175	Kinetic	> 	78.67		ug/ml			
DNDI1977189	1007599	Kinetic	> 	78.67		ug/ml			
DNDI1977189	1007804	t (1 / 2)	> 	145		Min			
DNDI1977189	1007804	t (1 / 2)	> 	250		Min			
DNDI1977189	1007806	CLint in vitro	< 	11.9		uL/min/mg			
DNDI1977189	1007806	CLint in vitro	< 	7		uL/min/mg			
DNDI1977189	1007988	logD	< 	-1.5		none			
DNDI1977189	1007989	CLint in vitro	= 	9		uL/min/mg			
DNDI1977189	1007990	t (1 / 2)	= 	203		Min			
DNDI1977190	1035348	IC50	= 	5.56		uM			
DNDI1977190	1327661	IC50	= 	7.12		uM			
DNDI1977190	1327100	IC90	> 	10		uM			
DNDI1977190	1327097	IC50	= 	19.02		uM			
DNDI1977190	1327087	IC50	= 	5.42		uM			
DNDI1977190	1327087	IC50	= 	6.94		uM			
DNDI1977190	1327087	IC50	= 	2.05		uM			
DNDI1977190	1326903	IC50	= 	2.03		uM			
DNDI1977190	1326903	IC50	= 	1.7		uM			
DNDI1977190	1326903	IC50	= 	.5400298833847046		uM			
DNDI1977200	1000252	EH	= 	.94		none			
DNDI1977200	1007173	logD	= 	4		none			
DNDI1977200	1007175	Kinetic	> 	100		ug/ml			
DNDI1977200	1007599	Kinetic	= 			ug/ml			
DNDI1977200	1007804	t (1 / 2)	= 	5		Min			
DNDI1977200	1007806	CLint in vitro	= 	380		uL/min/mg			
DNDI1977200	1007988	logD	= 	3.4		none			
DNDI1977200	1034082	IC50	= 	1.4		uM			
DNDI1977200	1035348	IC50	= 	.029		uM			
DNDI1977200	1327097	IC50	= 	60.57		uM			
DNDI1977200	1327100	IC90	> 	.1		uM			
DNDI1977200	1327661	IC50	> 	10		uM			
DNDI1977202	1331121	% inhibition	= 			%			
DNDI1977202	1327661	IC50	> 	10		uM			
DNDI1977202	1327100	IC90	= 	.020499999999999997		uM			
DNDI1977202	1327097	IC50	> 	100		uM			
DNDI1977202	1035348	IC50	= 	.006		uM			
DNDI1977202	1034082	IC50	= 	4.5		uM			
DNDI1977202	1007808	t (1 / 2)	= 	56		Min			
DNDI1977202	1007807	EH	= 	.58		none			
DNDI1977202	1007806	CLint in vitro	= 	11		uL/min/mg			
DNDI1977202	1007805	CLint in vitro	= 	31		uL/min/mg			
DNDI1977202	1007804	t (1 / 2)	= 	152		Min			
DNDI1977202	1007599	Kinetic	= 			ug/ml			
DNDI1977202	1007175	Kinetic	> 	100		ug/ml			
DNDI1977202	1007173	logD	= 	2.8		none			
DNDI1977202	1000252	EH	= 	.31		none			
DNDI1977202	1331688	% bound	= 	47.7		none			
DNDI1977202	1331560	CLblood	= 	17.2		mL/min/kg			
DNDI1977202	1331121	% inhibition	= 			%			
DNDI1977202	1330173	CLblood	= 	25		mL/min/kg			
DNDI1977202	1327100	IC90	= 	.047		uM			
DNDI1977202	1327097	IC50	> 	100		uM			
DNDI1977202	1038452	% bound	= 	95.7		%			
DNDI1977202	1037587	EH	= 	.25		none			
DNDI1977202	1035348	IC50	= 	.0115		uM			
DNDI1977202	1008045	% bound	= 	93.6		%			
DNDI1977202	1007990	t (1 / 2)	= 	73		Min			
DNDI1977202	1007989	CLint in vitro	= 	24		uL/min/mg			
DNDI1977202	1000253	EH	= 	.38		none			
DNDI1977202	1007988	logD	= 	2.1		none			
DNDI1977202	1008055	IC50	> 	20		uM			
DNDI1977202	1008056	IC50	= 	2.7		uM			
DNDI1977202	1008058	IC50	> 	20		uM			
DNDI1977202	1008059	IC50	= 	15.9		uM			
DNDI1977202	1031116	Papp	= 	82		10-6 cm/s			
DNDI1977202	1329903	Parasitemia clearance after immunosuppression	= 	0		%			
DNDI1977202	1329906	Parasitemia clearance after treatment	= 	100		%			
DNDI1977202	1329900	PCR cure rate	= 	0		%			
DNDI1977202	1035348	IC50	= 	.0068		uM			
DNDI1977202	1035348	IC50	= 	.007		uM			
DNDI1977202	1327100	IC90	> 	.1		uM			
DNDI1977202	1327097	IC50	> 	100		uM			
DNDI1977370	1000252	EH	= 	.75		none			
DNDI1977370	1007173	logD	= 	3		none			
DNDI1977370	1007175	Kinetic	> 	100		ug/ml			
DNDI1977370	1007599	Kinetic	= 			ug/ml			
DNDI1977370	1007804	t (1 / 2)	= 	22		Min			
DNDI1977370	1007806	CLint in vitro	= 	79		uL/min/mg			
DNDI1977370	1007988	logD	= 	2.4		none			
DNDI1977370	1034082	IC50	= 	10		uM			
DNDI1977370	1035348	IC50	= 	.013000000000000001		uM			
DNDI1977370	1327097	IC50	> 	100		uM			
DNDI1977370	1327100	IC90	= 	.08700000000000001		uM			
DNDI1977370	1327661	IC50	> 	10		uM			
DNDI2002936	1327661	IC50	> 	10		uM			
DNDI2002936	1327100	IC90	= 	.058499999999999996		uM			
DNDI2002936	1327097	IC50	> 	100		uM			
DNDI2002936	1035348	IC50	= 	.023		uM			
DNDI2002936	1034082	IC50	< 	.25		uM			
DNDI2002936	1007988	logD	= 	3.2		none			
DNDI2002936	1007806	CLint in vitro	= 	346		uL/min/mg			
DNDI2002936	1007804	t (1 / 2)	= 	5		Min			
DNDI2002936	1007599	Kinetic	= 			ug/ml			
DNDI2002936	1007175	Kinetic	> 	100		ug/ml			
DNDI2002936	1007173	logD	= 	3.6		none			
DNDI2002936	1000252	EH	= 	.93		none			
DNDI2004035	1327100	IC90	= 	.3535		uM			
DNDI2004035	1327097	IC50	= 	31.82		uM			
DNDI2004035	1035348	IC50	= 	.17099999999999999		uM			
DNDI2004035	1034082	IC50	= 	.79		uM			
DNDI2004035	1007988	logD	= 	1.56		none			
DNDI2004035	1007806	CLint in vitro	= 	414		uL/min/mg			
DNDI2004035	1007804	t (1 / 2)	= 	4.2		Min			
DNDI2004035	1007599	Kinetic	= 	3.52		ug/ml			
DNDI2004035	1007175	Kinetic	= 	66.31		ug/ml			
DNDI2004035	1007173	logD	= 	3.67		none			
DNDI2004035	1000252	EH	= 	.953		none			
DNDI2004035	1327661	IC50	> 	10		uM			
DNDI2030944	1007990	t (1 / 2)	= 	21		Min			
DNDI2030944	1331121	% inhibition	= 			%			
DNDI2030944	1329906	Parasitemia clearance after treatment	= 	80		%			
DNDI2030944	1000252	EH	= 	.55		none			
DNDI2030944	1007173	logD	= 	3.6		none			
DNDI2030944	1007175	Kinetic	> 	100		ug/ml			
DNDI2030944	1007599	Kinetic	= 			ug/ml			
DNDI2030944	1007804	t (1 / 2)	= 	54		Min			
DNDI2030944	1007806	CLint in vitro	= 	32		uL/min/mg			
DNDI2030944	1007988	logD	= 	2.8		none			
DNDI2030944	1034082	IC50	= 	1		uM			
DNDI2030944	1035348	IC50	= 	.0006166666666666666		uM			
DNDI2030944	1000253	EH	= 	.73		none			
DNDI2030944	1007805	CLint in vitro	= 	76		uL/min/mg			
DNDI2030944	1007807	EH	= 	.77		none			
DNDI2030944	1007808	t (1 / 2)	= 	23		Min			
DNDI2030944	1007989	CLint in vitro	= 	83		uL/min/mg			
DNDI2030944	1035348	IC50	= 	.0009		uM			
DNDI2030944	1327097	IC50	= 	70.8		uM			
DNDI2030944	1327100	IC90	= 	.003		uM			
DNDI2030944	1329900	PCR cure rate	= 	0		%			
DNDI2030944	1329903	Parasitemia clearance after immunosuppression	= 	20		%			
DNDI2030944	1327661	IC50	> 	10		uM			
DNDI2030944	1327100	IC90	= 	.002775		uM			
DNDI2030944	1327097	IC50	= 	50.59		uM			
DNDI2035675	1035348	IC50	= 	.0027		uM			
DNDI2035675	1327097	IC50	> 	100		uM			
DNDI2035675	1327100	IC90	= 	.0095		uM			
DNDI2035675	1000252	EH	= 	.8		none			
DNDI2035675	1007173	logD	= 	3.2		none			
DNDI2035675	1007175	Kinetic	> 	100		ug/ml			
DNDI2035675	1007599	Kinetic	= 			ug/ml			
DNDI2035675	1007804	t (1 / 2)	= 	17		Min			
DNDI2035675	1007806	CLint in vitro	= 	102		uL/min/mg			
DNDI2035675	1007988	logD	= 	2.4		none			
DNDI2035675	1034082	IC50	= 	1.4		uM			
DNDI2035676	1035348	IC50	= 	.013049999999999999		uM			
DNDI2035676	1327097	IC50	> 	100		uM			
DNDI2035676	1327100	IC90	= 	.0291		uM			
DNDI2035676	1331121	% inhibition	= 			%			
DNDI2035676	1331688	% bound	= 	48.6		none			
DNDI2035676	1000252	EH	= 	.5		none			
DNDI2035676	1000253	EH	= 	.61		none			
DNDI2035676	1007173	logD	= 	3.3		none			
DNDI2035676	1327100	IC90	= 	.0245		uM			
DNDI2035676	1327097	IC50	> 	100		uM			
DNDI2035676	1035348	IC50	= 	.009000000000000001		uM			
DNDI2035676	1034082	IC50	= 	4		uM			
DNDI2035676	1007990	t (1 / 2)	= 	36		Min			
DNDI2035676	1007989	CLint in vitro	= 	48		uL/min/mg			
DNDI2035676	1007988	logD	= 	2.5		none			
DNDI2035676	1007808	t (1 / 2)	= 	53		Min			
DNDI2035676	1007807	EH	= 	.53		none			
DNDI2035676	1007806	CLint in vitro	= 	26		uL/min/mg			
