smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,REFERENCE_ID,ASSAY_TYPE,ASSAY_ORGANISM,ASSAY_STRAIN,TARGET_TYPE,SRC_ID,ASSAY_SOURCE,UPPER_VALUE,SD_MINUS,SD_PLUS,ACTIVITY_COMMENT
CS(=O)(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CS(=O)(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.094,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CS(=O)(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CS(=O)(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,62.5,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
CS(=O)(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CS(=O)(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.2795,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.91,Human,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.92,Rat,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,4.2,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,6.3,Phosphate Buffer - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10-1,1.0,A,Phosphate Buffer - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,2.4,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 3.0,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,9.9,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,174.8,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,357.0,Rat,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,4.9,Rat,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.8,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10-1,1.0,F,CYP3A4,midazolam,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.000595,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,42.9,L. donovani,,,%,,% inhibition,In Vitro,,Leish macro in vitro at 10 uM,set10-1,1.0,F,L. donovani,MHOM/ET/67/L82,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,50.61,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.001928,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.8,Human,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.85,Rat,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,3.4,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,12.5,Phosphate Buffer - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10-1,1.0,A,Phosphate Buffer - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,1.6,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 3.0,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,24.0,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,72.3,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,170.9,Rat,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,10.1,Rat,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,1.5,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10-1,1.0,F,CYP3A4,midazolam,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.0058165,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,78.19,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(C1CC1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.01338225,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.89,Human,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.88,Rat,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,3.8,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,6.3,Phosphate Buffer - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10-1,1.0,A,Phosphate Buffer - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,2.1,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 3.0,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,12.5,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,138.6,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,230.9,Rat,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,7.5,Rat,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,1.9,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10-1,1.0,F,CYP3A4,midazolam,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.01598,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,52.53,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,.,= ,0.06166,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CC(C)(C)OC(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)OC(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.005118,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CC(C)(C)OC(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)OC(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,22.25,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
CC(C)(C)OC(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)OC(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.0099025,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.88,Human,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.81,Rat,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,4.2,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,6.3,Phosphate Buffer - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10-1,1.0,A,Phosphate Buffer - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,3.1,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 3.0,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,13.8,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,125.8,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,131.1,Rat,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,13.2,Rat,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,1.9,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10-1,1.0,A,CYP3A4,midazolam,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.0026625,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,55.39,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.007591,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.93,Human,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.7,Rat,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
