COMPOUND_ID	ASSAY_ID	MEASUREMENT_TYPE	STATUS	VALUE	UPPER_VALUE	UNIT	SD_MINUS	SD_PLUS	ACTIVITY_COMMENT
DNDI1596468	1327100	IC90	= 	.001465		uM			
DNDI1596468	1331117	% inhibition	= 			%			
DNDI1596469	1007175	Kinetic	> 	100		ug/ml			
DNDI1596469	1007174	Kinetic	= 	12.5		ug/ml			
DNDI1596469	1007173	logD	= 	3.5		none			
DNDI1596469	1000253	EH	= 	.72		none			
DNDI1596469	1000252	EH	= 	.89		none			
DNDI1596469	1035348	IC50	= 	.008		uM			
DNDI1596469	1327097	IC50	> 	100		uM			
DNDI1596469	1327100	IC90	= 	.047		uM			
DNDI1596469	1331117	% inhibition	= 			%			
DNDI1596469	1007176	logD	= 	2.4		none			
DNDI1596469	1007804	t (1 / 2)	= 	11.8		Min			
DNDI1596469	1007806	CLint in vitro	= 	146.9		uL/min/mg			
DNDI1596469	1007989	CLint in vitro	= 	79.3		uL/min/mg			
DNDI1596469	1007990	t (1 / 2)	= 	21.8		Min			
DNDI1596469	1034081	IC50	= 	2.1		uM			
DNDI1596469	1327100	IC90	= 	.008383		uM			
DNDI1596469	1327097	IC50	= 	78.48		uM			
DNDI1596469	1035348	IC50	= 	.0030365		uM			
DNDI1596470	1000252	EH	= 	.85		none			
DNDI1596470	1000253	EH	= 	.67		none			
DNDI1596470	1007173	logD	= 	3.3		none			
DNDI1596470	1007174	Kinetic	= 	12.5		ug/ml			
DNDI1596470	1007175	Kinetic	> 	100		ug/ml			
DNDI1596470	1007176	logD	= 	2.1		none			
DNDI1596470	1007804	t (1 / 2)	= 	16.6		Min			
DNDI1596470	1007806	CLint in vitro	= 	104.6		uL/min/mg			
DNDI1596470	1007989	CLint in vitro	= 	61.8		uL/min/mg			
DNDI1596470	1007990	t (1 / 2)	= 	28.1		Min			
DNDI1596470	1034081	IC50	= 	2.9		uM			
DNDI1596470	1035348	IC50	= 	.006931		uM			
DNDI1596470	1327097	IC50	= 	67.36		uM			
DNDI1596470	1327100	IC90	= 	.01102		uM			
DNDI1596471	1327100	IC90	= 	.016605		uM			
DNDI1596471	1327097	IC50	= 	57.89		uM			
DNDI1596471	1035348	IC50	= 	.007457		uM			
DNDI1596472	1007174	Kinetic	= 	3.1		ug/ml			
DNDI1596472	1007173	logD	= 	4.1		none			
DNDI1596472	1000253	EH	= 	.77		none			
DNDI1596472	1000252	EH	= 	.88		none			
DNDI1596472	1035348	IC50	= 	.015		uM			
DNDI1596472	1327100	IC90	= 	.028		uM			
DNDI1596472	1327097	IC50	= 	54.32		uM			
DNDI1596472	1007990	t (1 / 2)	= 	16.6		Min			
DNDI1596472	1034081	IC50	= 	4.4		uM			
DNDI1596472	1035348	IC50	= 	.00783		uM			
DNDI1596472	1327097	IC50	= 	44.45		uM			
DNDI1596472	1327100	IC90	= 	.020723		uM			
DNDI1596472	1331117	% inhibition	= 			%			
DNDI1596472	1007989	CLint in vitro	= 	104.6		uL/min/mg			
DNDI1596472	1007806	CLint in vitro	= 	130.8		uL/min/mg			
DNDI1596472	1007804	t (1 / 2)	= 	13.2		Min			
DNDI1596472	1007176	logD	= 	3.1		none			
DNDI1596472	1007175	Kinetic	> 	100		ug/ml			
DNDI1602412	1327097	IC50	> 	100		uM			
DNDI1602412	1035348	IC50	= 	.015		uM			
DNDI1602412	1035348	IC50	= 	.023		uM			
DNDI1602412	1038090	% inhibition	= 	38.5		%			
DNDI1602412	1327097	IC50	> 	100		uM			
DNDI1602412	1327100	IC90	= 	.038		uM			
DNDI1602412	1331118	% inhibition	= 			%			
DNDI1602412	1331121	% inhibition	= 			%			
DNDI1602412	1327100	IC90	= 	.028		uM			
DNDI1602412	1327100	IC90	= 	.041		uM			
DNDI1602412	1327097	IC50	> 	100		uM			
DNDI1602412	1035348	IC50	= 	.0165		uM			
DNDI1602412	1034082	IC50	= 	30.2		uM			
DNDI1602412	1034081	IC50	> 	100		uM			
DNDI1602412	1034081	IC50	= 			uM			
DNDI1602412	1007808	t (1 / 2)	= 	107.6		Min			
DNDI1602412	1007807	EH	= 	.41		none			
DNDI1602412	1007806	CLint in vitro	= 	14.1		uL/min/mg			
DNDI1602412	1000252	EH	= 	.44		none			
DNDI1602412	1007173	logD	> 	5.3		none			
DNDI1602412	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1602412	1007175	Kinetic	= 	12.5		ug/ml			
DNDI1602412	1007176	logD	= 	5.1		none			
DNDI1602412	1007804	t (1 / 2)	= 	122.8		Min			
DNDI1602412	1007805	CLint in vitro	= 	16.1		uL/min/mg			
DNDI1602514	1327100	IC90	= 	.009		uM			
DNDI1602514	1327097	IC50	= 	48.87		uM			
DNDI1602514	1035348	IC50	= 	.002		uM			
DNDI1639400	1331118	% inhibition	= 			%			
DNDI1639400	1035348	IC50	= 	.015		uM			
DNDI1639400	1327097	IC50	= 	70.97		uM			
DNDI1639400	1327100	IC90	= 	.027		uM			
DNDI1639400	1327097	IC50	> 	100		uM			
DNDI1639400	1035348	IC50	= 	.022		uM			
DNDI1639400	1327100	IC90	= 	.025		uM			
DNDI1639400	1034082	IC50	> 	20		uM			
DNDI1639400	1034081	IC50	= 			uM			
DNDI1639400	1007806	CLint in vitro	= 	34		uL/min/mg			
DNDI1639400	1007804	t (1 / 2)	= 	51		Min			
DNDI1639400	1007176	logD	> 	5.3		none			
DNDI1639400	1007175	Kinetic	> 	100		ug/ml			
DNDI1639400	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1639400	1007173	logD	> 	5.3		none			
DNDI1639400	1000252	EH	= 	.65		none			
DNDI1639401	1327100	IC90	= 	.04		uM			
DNDI1639401	1327097	IC50	= 	32.49		uM			
DNDI1639401	1035348	IC50	= 	.021		uM			
DNDI1639402	1327100	IC90	= 	.03		uM			
DNDI1639402	1327097	IC50	= 	57.41		uM			
DNDI1639402	1035348	IC50	= 	.013999999999999999		uM			
DNDI1639402	1034082	IC50	= 	11		uM			
DNDI1639402	1034081	IC50	> 	20		uM			
DNDI1639402	1007806	CLint in vitro	= 	58.4		uL/min/mg			
DNDI1639402	1007804	t (1 / 2)	= 	29.7		Min			
DNDI1639402	1007176	logD	= 	4.7		none			
DNDI1639402	1007175	Kinetic	> 	100		ug/ml			
DNDI1639402	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1639402	1007173	logD	> 	5.3		none			
DNDI1639402	1000252	EH	= 	.77		none			
DNDI1639403	1327100	IC90	= 	.07200000000000001		uM			
DNDI1639403	1327097	IC50	= 	52.13		uM			
DNDI1639403	1035348	IC50	= 	.038		uM			
DNDI1639403	1034082	IC50	= 	10.7		uM			
DNDI1639403	1034082	IC50	= 	18		uM			
DNDI1639403	1034081	IC50	> 	100		uM			
DNDI1639403	1034081	IC50	= 			uM			
DNDI1639403	1007806	CLint in vitro	= 	66		uL/min/mg			
DNDI1639403	1007804	t (1 / 2)	= 	26		Min			
DNDI1639403	1007176	logD	= 	2.5		none			
DNDI1639403	1007175	Kinetic	> 	100		ug/ml			
DNDI1639403	1007174	Kinetic	= 	3.1		ug/ml			
DNDI1639403	1007173	logD	> 	5.3		none			
DNDI1639403	1000252	EH	= 	.79		none			
DNDI1639404	1327100	IC90	> 	.1		uM			
DNDI1639404	1327097	IC50	= 	45.59		uM			
DNDI1639404	1035348	IC50	= 	.067		uM			
DNDI1639405	1007806	CLint in vitro	= 	31		uL/min/mg			
DNDI1639405	1327100	IC90	= 	.08		uM			
DNDI1639405	1327097	IC50	= 	39.27		uM			
DNDI1639405	1000252	EH	= 	.63		none			
DNDI1639405	1007173	logD	> 	5.3		none			
DNDI1639405	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1639405	1007175	Kinetic	> 	100		ug/ml			
DNDI1639405	1007176	logD	= 	2.5		none			
DNDI1639405	1007804	t (1 / 2)	= 	56		Min			
DNDI1639405	1035348	IC50	= 	.033		uM			
DNDI1639405	1034081	IC50	= 			uM			
DNDI1639405	1034082	IC50	= 	10		uM			
DNDI1639406	1327100	IC90	= 	.09		uM			
DNDI1639406	1327097	IC50	= 	36.76		uM			
DNDI1639406	1035348	IC50	= 	.056		uM			
DNDI1639407	1327100	IC90	= 	.092		uM			
DNDI1639407	1327097	IC50	= 	16.34		uM			
DNDI1639407	1000252	EH	= 	.76		none			
DNDI1639407	1007173	logD	= 	4.9		none			
DNDI1639407	1035348	IC50	= 	.057		uM			
DNDI1639407	1034082	IC50	= 	8		uM			
DNDI1639407	1034081	IC50	= 	15		uM			
DNDI1639407	1007806	CLint in vitro	= 	56		uL/min/mg			
DNDI1639407	1007804	t (1 / 2)	= 	31		Min			
DNDI1639407	1007176	logD	= 	2		none			
DNDI1639407	1007175	Kinetic	> 	100		ug/ml			
DNDI1639407	1007174	Kinetic	= 	6.3		ug/ml			
DNDI1639408	1035348	IC50	= 	.009		uM			
DNDI1639408	1034082	IC50	> 	20		uM			
DNDI1639408	1034081	IC50	> 	20		uM			
DNDI1639408	1007806	CLint in vitro	= 	92.8		uL/min/mg			
DNDI1639408	1007804	t (1 / 2)	= 	18.7		Min			
DNDI1639408	1007176	logD	= 	2.7		none			
DNDI1639408	1007175	Kinetic	> 	100		ug/ml			
DNDI1639408	1007174	Kinetic	= 	1.6		ug/ml			
DNDI1639408	1007173	logD	> 	5.3		none			
DNDI1639408	1000252	EH	= 	.84		none			
DNDI1639408	1327097	IC50	= 	63.82		uM			
DNDI1639408	1327100	IC90	= 	.036		uM			
DNDI1639410	1327100	IC90	= 	.079		uM			
DNDI1639410	1327097	IC50	= 	42.86		uM			
DNDI1639410	1035348	IC50	= 	.044000000000000004		uM			
DNDI1639411	1327100	IC90	= 	.031		uM			
DNDI1639411	1327097	IC50	= 	41.46		uM			
DNDI1639411	1000252	EH	= 	.9		none			
DNDI1639411	1007173	logD	= 	4.3		none			
DNDI1639411	1007174	Kinetic	= 	1.6		ug/ml			
DNDI1639411	1007175	Kinetic	> 	100		ug/ml			
DNDI1639411	1007176	logD	= 	3.1		none			
DNDI1639411	1007804	t (1 / 2)	= 	10.8		Min			
DNDI1639411	1007806	CLint in vitro	= 	160.6		uL/min/mg			
DNDI1639411	1034081	IC50	= 			uM			
DNDI1639411	1034082	IC50	= 	1.7		uM			
DNDI1639411	1035348	IC50	= 	.017		uM			
DNDI1639412	1000252	EH	= 	.87		none			
DNDI1639412	1007173	logD	> 	5.3		none			
DNDI1639412	1007174	Kinetic	= 	3.1		ug/ml			
DNDI1639412	1035348	IC50	= 	.006999999999999999		uM			
DNDI1639412	1327097	IC50	= 	54.07		uM			
DNDI1639412	1327100	IC90	= 	.019		uM			
DNDI1639412	1034082	IC50	= 	18		uM			
DNDI1639412	1034081	IC50	> 	20		uM			
DNDI1639412	1007175	Kinetic	> 	100		ug/ml			
DNDI1639412	1007176	logD	= 	2		none			
DNDI1639412	1007804	t (1 / 2)	= 	14.1		Min			
DNDI1639412	1007806	CLint in vitro	= 	122.7		uL/min/mg			
DNDI1639413	1327100	IC90	= 	.083		uM			
DNDI1639413	1035348	IC50	= 	.039		uM			
DNDI1639413	1327097	IC50	= 	50.69		uM			
DNDI1639414	1035348	IC50	= 	.21		uM			
DNDI1639414	1327097	IC50	> 	100		uM			
DNDI1639414	1327100	IC90	= 	.312		uM			
DNDI1639415	1327100	IC90	= 	.051		uM			
DNDI1639415	1327097	IC50	= 	54.98		uM			
DNDI1639415	1035348	IC50	= 	.024		uM			
DNDI1639416	1007176	logD	= 	5		none			
DNDI1639416	1007175	Kinetic	> 	100		ug/ml			
DNDI1639416	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1639416	1007173	logD	> 	5.3		none			
DNDI1639416	1000252	EH	= 	.68		none			
DNDI1639416	1007990	t (1 / 2)	= 	115		Min			
DNDI1639416	1007806	CLint in vitro	= 	39		uL/min/mg			
DNDI1639416	1331121	% inhibition	= 			%			
DNDI1639416	1327100	IC90	= 	.031		uM			
DNDI1639416	1327097	IC50	= 	60.07		uM			
DNDI1639416	1038090	% inhibition	= 	37.9		%			
DNDI1639416	1035348	IC50	= 	.014		uM			
DNDI1639416	1331118	% inhibition	= 			%			
DNDI1639416	1327100	IC90	= 	.025		uM			
DNDI1639416	1327097	IC50	= 	59.52		uM			
DNDI1639416	1038460	% remaining	= 	102		%			
DNDI1639416	1038459	% remaining	= 	108		%			
DNDI1639416	1037110	% remaining	= 	96		%			
DNDI1639416	1037109	% remaining	= 	115		%			
DNDI1639416	1035700	% remaining	= 	97		%			
DNDI1639416	1035699	% remaining	= 	101		%			
DNDI1639416	1035348	IC50	= 	.017		uM			
DNDI1639416	1034082	IC50	= 	6		uM			
DNDI1639416	1034081	IC50	= 			uM			
DNDI1639416	1034081	IC50	= 			uM			
DNDI1639416	1008059	IC50	= 	9.8		uM			
DNDI1639416	1008058	IC50	> 	20		uM			
DNDI1639416	1008056	IC50	> 	20		uM			
DNDI1639416	1008055	IC50	= 	8.1		uM			
DNDI1639416	1007804	t (1 / 2)	= 	45		Min			
DNDI1639416	1007807	EH	= 	.52		none			
DNDI1639416	1007808	t (1 / 2)	= 	70		Min			
DNDI1639416	1007985	pKa(1)	= 	2.41		none			
DNDI1639416	1007989	CLint in vitro	= 	15		uL/min/mg			
DNDI1639416	1008045	% bound	> 	99.9		%			
DNDI1639416	1034011	EH	= 	.53		none			
DNDI1639416	1034081	IC50	> 	100		uM			
DNDI1639416	1034082	IC50	= 	12.1		uM			
DNDI1639416	1035991	CLint in vitro	= 	24		uL/min/mg			
DNDI1639416	1035992	t (1 / 2)	= 	73		Min			
DNDI1639416	1038452	% bound	> 	99.9		%			
DNDI1639416	1038563	logD	> 	5.95		none			
DNDI1639416	1038564	logD	> 	6.07		none			
DNDI1639416	1038565	Equilibrium	= 	9682		ug/ml			
DNDI1639416	1038566	Equilibrium	< 	.25		ug/ml			
DNDI1639416	1038567	Equilibrium	= 	12.7		ug/ml			
DNDI1639416	1038568	Equilibrium	= 	53.1		ug/ml			
DNDI1639416	1038569	Equilibrium	= 	1430		ug/ml			
DNDI1639416	1038570	Equilibrium	< 	.25		ug/ml			
DNDI1639416	1041453	% bound	= 	99		%			
DNDI1639416	1041454	% bound	= 	99.8		%			
DNDI1639416	1041455	Report	= 			none			
DNDI1639416	1042700	IC50	= 			uM			
DNDI1639416	1042922	IC50	> 			nm/s			
DNDI1639416	1043025	% bound	= 	99.6		%			
DNDI1639416	1331121	% inhibition	= 			%			
DNDI1639416	1331121	% inhibition	= 			%			
DNDI1639416	1331133	% inhibition	= 			%			
DNDI1639416	1331134	% inhibition	= 			%			
DNDI1639416	1331137	% inhibition	= 			%			
DNDI1639416	1331149	% inhibition	= 			%			
DNDI1639416	1034082	IC50	> 	20		uM			
DNDI1639416	1007805	CLint in vitro	= 	25		uL/min/mg			
DNDI1639416	1006670	% bound	> 	99.9		%			
DNDI1639416	1000253	EH	= 	.33		none			
DNDI1639416	1000251	logD	> 	6.05		none			
DNDI1639416	1327661	IC50	> 	10		uM			
DNDI1639416	1327100	IC90	= 	.031		uM			
DNDI1639416	1327097	IC50	> 	100		uM			
DNDI1639416	1035348	IC50	= 	.017		uM			
DNDI1639416-24	1035348	IC50	= 	.019666666666666666		uM			
DNDI1639416-24	1327097	IC50	> 	100		uM			
DNDI1639416-24	1327100	IC90	> 	.1		uM			
DNDI1639416-24	1327661	IC50	> 	10		uM			
DNDI1639417	1000252	EH	= 	.67		none			
DNDI1639417	1007173	logD	= 	4.9		none			
DNDI1639417	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1639417	1007175	Kinetic	> 	100		ug/ml			
DNDI1639417	1007176	logD	= 	4.2		none			
DNDI1639417	1007804	t (1 / 2)	= 	49		Min			
DNDI1639417	1007806	CLint in vitro	= 	36		uL/min/mg			
DNDI1639417	1034081	IC50	= 			uM			
DNDI1639417	1034082	IC50	= 	.7		uM			
DNDI1639417	1035348	IC50	= 	.022		uM			
DNDI1639417	1327097	IC50	= 	53.1		uM			
DNDI1639417	1327100	IC90	= 	.028		uM			
DNDI1639417	1331118	% inhibition	= 			%			
DNDI1639418	1034081	IC50	= 			uM			
DNDI1639418	1007806	CLint in vitro	= 	196.5		uL/min/mg			
DNDI1639418	1034082	IC50	= 	1.8		uM			
DNDI1639418	1007176	logD	= 	3.5		none			
DNDI1639418	1007175	Kinetic	> 	100		ug/ml			
DNDI1639418	1007174	Kinetic	= 	1.6		ug/ml			
DNDI1639418	1007173	logD	= 	4.4		none			
DNDI1639418	1000252	EH	= 	.92		none			
DNDI1639418	1035348	IC50	= 	.017		uM			
DNDI1639418	1327097	IC50	= 	53.88		uM			
DNDI1639418	1007804	t (1 / 2)	= 	8.8		Min			
DNDI1639418	1327100	IC90	= 	.023		uM			
DNDI1676777	1007804	t (1 / 2)	= 	15.5		Min			
DNDI1676777	1007176	logD	= 	4.3		none			
DNDI1676777	1007175	Kinetic	= 	50		ug/ml			
DNDI1676777	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1676777	1007173	logD	= 	4.7		none			
DNDI1676777	1000252	EH	= 	.86		none			
DNDI1676777	1327100	IC90	= 	.013		uM			
DNDI1676777	1327097	IC50	> 	100		uM			
DNDI1676777	1038090	% inhibition	= 	51.5		%			
DNDI1676777	1035348	IC50	= 	.007		uM			
DNDI1676777	1034082	IC50	= 	4		uM			
DNDI1676777	1034081	IC50	= 			uM			
DNDI1676777	1007806	CLint in vitro	= 	112.1		uL/min/mg			
DNDI1676780	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1676780	1007173	logD	= 	4.9		none			
DNDI1676780	1000252	EH	= 	.88		none			
DNDI1676780	1007175	Kinetic	> 	100		ug/ml			
DNDI1676780	1007176	logD	= 	4.4		none			
DNDI1676780	1007804	t (1 / 2)	= 	12.8		Min			
DNDI1676780	1007806	CLint in vitro	= 	135.5		uL/min/mg			
DNDI1676780	1034082	IC50	= 	5.2		uM			
DNDI1676780	1035348	IC50	= 	.003		uM			
DNDI1676780	1038090	% inhibition	= 	60.9		%			
DNDI1676780	1327097	IC50	= 	39.69		uM			
DNDI1676780	1327100	IC90	= 	.008		uM			
DNDI1676781	1007176	logD	= 	4.4		none			
DNDI1676781	1007175	Kinetic	= 	25		ug/ml			
DNDI1676781	1007804	t (1 / 2)	= 	33.4		Min			
DNDI1676781	1007806	CLint in vitro	= 	51.8		uL/min/mg			
DNDI1676781	1034082	IC50	= 	16		uM			
DNDI1676781	1035348	IC50	= 	.015		uM			
DNDI1676781	1327097	IC50	= 	56.87		uM			
DNDI1676781	1327100	IC90	= 	.032		uM			
DNDI1676781	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1676781	1007173	logD	= 	4.8		none			
DNDI1676781	1000252	EH	= 	.74		none			
DNDI1676782	1327100	IC90	= 	.33999999999999997		uM			
DNDI1676782	1327097	IC50	> 	100		uM			
DNDI1676782	1035348	IC50	= 	.151		uM			
DNDI1676783	1327100	IC90	= 	.027		uM			
DNDI1676783	1327097	IC50	= 	55.56		uM			
DNDI1676783	1035348	IC50	= 	.009		uM			
DNDI1676783	1007175	Kinetic	> 	100		ug/ml			
DNDI1676783	1034082	IC50	= 	.6		uM			
DNDI1676783	1007806	CLint in vitro	= 	168.6		uL/min/mg			
DNDI1676783	1007804	t (1 / 2)	= 	10.3		Min			
DNDI1676783	1007176	logD	= 	1.7		none			
DNDI1676783	1007174	Kinetic	= 	1.6		ug/ml			
DNDI1676783	1000252	EH	= 	.9		none			
DNDI1676783	1007173	logD	= 	4.8		none			
DNDI1677867	1035348	IC50	= 	.015		uM			
DNDI1677867	1327097	IC50	= 	60.83		uM			
DNDI1677867	1327100	IC90	= 	.036		uM			
DNDI1683149	1035348	IC50	= 	.003		uM			
DNDI1683149	1327097	IC50	> 	100		uM			
DNDI1683149	1327100	IC90	= 	.009		uM			
DNDI1683149	1331121	% inhibition	= 			%			
DNDI1683149	1000252	EH	= 	.69		none			
DNDI1683149	1007173	logD	= 	4.7		none			
DNDI1683149	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1683149	1007175	Kinetic	= 	25		ug/ml			
DNDI1683149	1007176	logD	= 	4.6		none			
DNDI1683149	1007804	t (1 / 2)	= 	43.9		Min			
DNDI1683149	1327100	IC90	= 	.01		uM			
DNDI1683149	1327097	IC50	> 	100		uM			
DNDI1683149	1038090	% inhibition	= 	28.1		%			
DNDI1683149	1035348	IC50	= 	.003		uM			
DNDI1683149	1034082	IC50	> 	20		uM			
DNDI1683149	1007806	CLint in vitro	= 	39.5		uL/min/mg			
DNDI1695343	1000252	EH	= 	.47		none			
DNDI1695343	1007173	logD	= 	3		none			
DNDI1695343	1007174	Kinetic	= 	1.6		ug/ml			
DNDI1695343	1007175	Kinetic	= 	25		ug/ml			
DNDI1695343	1007176	logD	= 	2.7		none			
DNDI1695343	1007804	t (1 / 2)	= 	111.2		Min			
DNDI1695343	1007806	CLint in vitro	= 	15.6		uL/min/mg			
DNDI1695343	1034082	IC50	= 	12		uM			
DNDI1695343	1035348	IC50	= 	.00235		uM			
DNDI1695343	1327097	IC50	> 	100		uM			
DNDI1695343	1327100	IC90	= 	.0066		uM			
DNDI1695343	1331118	% inhibition	= 			%			
DNDI1695344	1000252	EH	= 	.88		none			
DNDI1695344	1007173	logD	= 	3.9		none			
DNDI1695344	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1695344	1007175	Kinetic	> 	100		ug/ml			
DNDI1695344	1007176	logD	= 	2.3		none			
DNDI1695344	1007804	t (1 / 2)	= 	13.1		Min			
DNDI1695344	1007806	CLint in vitro	= 	132		uL/min/mg			
DNDI1695344	1034082	IC50	= 	2		uM			
DNDI1695344	1035348	IC50	= 	.00218		uM			
DNDI1695344	1327097	IC50	= 	28		uM			
DNDI1695344	1327100	IC90	= 	.0057		uM			
DNDI1697551	1000252	EH	= 	.8		none			
DNDI1697551	1007173	logD	= 	4.4		none			
DNDI1697551	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1697551	1007175	Kinetic	= 	6.3		ug/ml			
DNDI1697551	1007176	logD	= 	4.2		none			
DNDI1697551	1007804	t (1 / 2)	= 	23.5		Min			
DNDI1697551	1007806	CLint in vitro	= 	73.7		uL/min/mg			
DNDI1697551	1034082	IC50	= 	4.3		uM			
DNDI1697551	1035348	IC50	= 	.0018		uM			
DNDI1697551	1327097	IC50	> 	100		uM			
DNDI1697551	1327100	IC90	= 	.003		uM			
