COMPOUND_ID	ASSAY_ID	MEASUREMENT_TYPE	STATUS	VALUE	UPPER_VALUE	UNIT	SD_MINUS	SD_PLUS	ACTIVITY_COMMENT
DNDI1808299	1327661	IC50	> 	10		uM			
DNDI1808299	1000252	EH	= 	.7		none			
DNDI1808960	1035348	IC50	= 	.066		uM			
DNDI1808960	1327097	IC50	> 	100		uM			
DNDI1808960	1327100	IC90	> 	.091		uM			
DNDI1808960	1327661	IC50	> 	10		uM			
DNDI1809580	1327661	IC50	> 	10		uM			
DNDI1809580	1327100	IC90	= 	.056499999999999995		uM			
DNDI1809580	1327097	IC50	> 	100		uM			
DNDI1809580	1035348	IC50	= 	.023		uM			
DNDI1809580	1034082	IC50	> 	20		uM			
DNDI1809580	1007988	logD	= 	3.1		none			
DNDI1809580	1007806	CLint in vitro	= 	29		uL/min/mg			
DNDI1809580	1007804	t (1 / 2)	= 	60		Min			
DNDI1809580	1007599	Kinetic	= 	6.3		ug/ml			
DNDI1809580	1007175	Kinetic	> 	100		ug/ml			
DNDI1809580	1007173	logD	= 	3.5		none			
DNDI1809580	1000252	EH	= 	.62		none			
DNDI1809580	1000252	EH	= 	.56		none			
DNDI1809580	1007988	logD	= 	3.1		none			
DNDI1809580	1034082	IC50	> 	20		uM			
DNDI1809580	1035348	IC50	= 	.012		uM			
DNDI1809580	1035348	IC50	= 	.012		uM			
DNDI1809580	1327097	IC50	= 	68.97		uM			
DNDI1809580	1327097	IC50	= 	68.97		uM			
DNDI1809580	1327100	IC90	= 	.0465		uM			
DNDI1809580	1327100	IC90	= 	.0465		uM			
DNDI1809580	1327661	IC50	> 	10		uM			
DNDI1809580	1327661	IC50	> 	10		uM			
DNDI1809580	1331121	% inhibition	= 			%			
DNDI1809580	1331121	% inhibition	= 			%			
DNDI1809580	1000252	EH	= 	.54		none			
DNDI1809580	1007173	logD	= 	3.5		none			
DNDI1809580	1007175	Kinetic	> 	100		ug/ml			
DNDI1809580	1007599	Kinetic	= 	6.3		ug/ml			
DNDI1809580	1007804	t (1 / 2)	= 	83		Min			
DNDI1809580	1007806	CLint in vitro	= 	21		uL/min/mg			
DNDI1809580	1007988	logD	= 	3.1		none			
DNDI1809580	1034082	IC50	> 	20		uM			
DNDI1809580	1035348	IC50	> 	.1		uM			
DNDI1809580	1327097	IC50	= 	78.74		uM			
DNDI1809580	1327100	IC90	> 	.1		uM			
DNDI1809580	1327661	IC50	> 	10		uM			
DNDI1809580	1007806	CLint in vitro	= 	23		uL/min/mg			
DNDI1809580	1007804	t (1 / 2)	= 	77		Min			
DNDI1809580	1007599	Kinetic	= 	6.3		ug/ml			
DNDI1809580	1007175	Kinetic	= 	50		ug/ml			
DNDI1809580	1007173	logD	= 	3.5		none			
DNDI1809921	1000252	EH	= 	.79		none			
DNDI1809921	1000252	EH	= 	.69		none			
DNDI1809921	1000252	EH	= 	.66		none			
DNDI1809921	1007175	Kinetic	= 	25		ug/ml			
DNDI1809921	1007599	Kinetic	= 	6.3		ug/ml			
DNDI1809921	1007804	t (1 / 2)	= 	50		Min			
DNDI1809921	1007806	CLint in vitro	= 	34		uL/min/mg			
DNDI1809921	1007988	logD	= 	2.6		none			
DNDI1809921	1034082	IC50	> 	20		uM			
DNDI1809921	1035348	IC50	= 	.07833333333333332		uM			
DNDI1809921	1327097	IC50	> 	100		uM			
DNDI1809921	1327100	IC90	> 	.1		uM			
DNDI1809921	1327661	IC50	> 	10		uM			
DNDI1809921	1007804	t (1 / 2)	= 	25		Min			
DNDI1809921	1007806	CLint in vitro	= 	69		uL/min/mg			
DNDI1809921	1034082	IC50	> 	20		uM			
DNDI1809921	1035348	IC50	= 	.0635		uM			
DNDI1809921	1327097	IC50	> 	100		uM			
DNDI1809921	1327100	IC90	> 	.1		uM			
DNDI1809921	1327661	IC50	> 	10		uM			
DNDI1809921	1007804	t (1 / 2)	= 	43		Min			
DNDI1809921	1007173	logD	= 	2.6		none			
DNDI1809921	1007806	CLint in vitro	= 	40		uL/min/mg			
DNDI1809921	1034082	IC50	> 	20		uM			
DNDI1809921	1035348	IC50	> 	.1		uM			
DNDI1809921	1327097	IC50	> 	100		uM			
DNDI1809921	1327100	IC90	> 	.1		uM			
DNDI1809921	1327661	IC50	> 	10		uM			
DNDI1809922	1000252	EH	= 	.76		none			
DNDI1809922	1007173	logD	= 	3.3		none			
DNDI1809922	1007175	Kinetic	= 	12.5		ug/ml			
DNDI1809922	1007599	Kinetic	= 	12.5		ug/ml			
DNDI1809922	1007804	t (1 / 2)	= 	31		Min			
DNDI1809922	1007806	CLint in vitro	= 	56		uL/min/mg			
DNDI1809922	1007988	logD	= 	3.4		none			
DNDI1809922	1034082	IC50	> 	20		uM			
DNDI1809922	1327661	IC50	> 	10		uM			
DNDI1809922	1327100	IC90	> 	.1		uM			
DNDI1809922	1327097	IC50	> 	100		uM			
DNDI1809922	1035348	IC50	= 	.2525		uM			
DNDI1809923	1000252	EH	= 	.81		none			
DNDI1809923	1007173	logD	= 	3.9		none			
DNDI1809923	1007175	Kinetic	= 	50		ug/ml			
DNDI1809923	1007599	Kinetic	= 	6.3		ug/ml			
DNDI1809923	1007804	t (1 / 2)	= 	23		Min			
DNDI1809923	1007806	CLint in vitro	= 	76		uL/min/mg			
DNDI1809923	1007988	logD	= 	3.9		none			
DNDI1809923	1034082	IC50	= 	18		uM			
DNDI1809923	1035348	IC50	= 	.161		uM			
DNDI1809923	1327097	IC50	= 	52.51		uM			
DNDI1809923	1327100	IC90	> 	.1		uM			
DNDI1809923	1327661	IC50	> 	10		uM			
DNDI1809924	1327661	IC50	> 	10		uM			
DNDI1809924	1327100	IC90	> 	.1		uM			
DNDI1809924	1327097	IC50	= 	51.28		uM			
DNDI1809924	1035348	IC50	= 	.118		uM			
DNDI1809924	1034082	IC50	= 	20		uM			
DNDI1809924	1007988	logD	= 	4.2		none			
DNDI1809924	1007806	CLint in vitro	= 	59		uL/min/mg			
DNDI1809924	1007804	t (1 / 2)	= 	30		Min			
DNDI1809924	1007599	Kinetic	= 	3.1		ug/ml			
DNDI1809924	1007175	Kinetic	= 	3.1		ug/ml			
DNDI1809924	1007173	logD	= 	4.2		none			
DNDI1809924	1000252	EH	= 	.77		none			
DNDI1810521	1327661	IC50	> 	10		uM			
DNDI1810521	1327100	IC90	> 	.1		uM			
DNDI1810521	1327097	IC50	> 	100		uM			
DNDI1810521	1035348	IC50	= 	.022		uM			
DNDI1810522	1327661	IC50	> 	10		uM			
DNDI1810522	1327100	IC90	> 	.1		uM			
DNDI1810522	1327097	IC50	> 	100		uM			
DNDI1810522	1035348	IC50	= 	.049499999999999995		uM			
DNDI1813380	1327097	IC50	> 	100		uM			
DNDI1813380	1035348	IC50	= 	.051000000000000004		uM			
DNDI1813380	1327100	IC90	> 	.1		uM			
DNDI1813380	1327661	IC50	> 	10		uM			
DNDI1813382	1327100	IC90	> 	.1		uM			
DNDI1813382	1327097	IC50	= 	51.56		uM			
DNDI1813382	1035348	IC50	= 	.01485		uM			
DNDI1813382	1327661	IC50	> 	10		uM			
DNDI1813385	1000252	EH	= 	.96		none			
DNDI1813385	1007804	t (1 / 2)	= 	4		Min			
DNDI1813385	1034082	IC50	= 	15		uM			
DNDI1813385	1007806	CLint in vitro	= 	460		uL/min/mg			
DNDI1813385	1035348	IC50	> 	.1		uM			
DNDI1813385	1327097	IC50	= 	54.19		uM			
DNDI1813385	1327100	IC90	> 	.1		uM			
DNDI1813385	1327661	IC50	> 	10		uM			
DNDI1845811	1327661	IC50	> 	10		uM			
DNDI1845811	1327100	IC90	> 	.1		uM			
DNDI1845811	1327097	IC50	> 	100		uM			
DNDI1845811	1035348	IC50	= 	.065		uM			
DNDI1845898	1035348	IC50	> 	.1		uM			
DNDI1845898	1327097	IC50	> 	100		uM			
DNDI1845898	1327661	IC50	> 	10		uM			
DNDI1845898	1327100	IC90	> 	.1		uM			
